Unnamed: 0,data,len,true,fuzzy,id,single,split
3985,"by its layout and its history of transformations in the <NUM> th century dimitri donskoi had an enceinte of logs built , then the first stone wall , the moscow kremlin is the prototype of a kremlin the citadel at the centre of old russian towns such as pskov , tula , kazan or smolensk . ",51,[0 0 0 1 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],545,4,train
5013,the blaenavon landscape constitutes an exceptional illustration in material form of the social and economic structure of <NUM> th century industry . ,20,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],984,3,train
2298,"the ceremonies associated with the temples and their role in the practical management of water together crystallise the ideas of the tri hita karana philosophy that promotes the harmonious relationship between the realms of the spirit , the human world and nature",41,[0 0 0 0 0 1 0 0 0 0 0],[0.  1.  1.  0.  1.  1.  0.  0.  0.  0.  0.2],1194,6,train
3562,"the cultural landscape of sukur has survived unchanged for many centuries , and continues to do so at a period when this form of traditional human settlement is under threat in many parts of the world . ",35,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  1.  0.  1.  1.  0.  0.  0.  0.  0.2],938,5,train
3375,"even the underground offers stunning natural beauty in the form of numerous caves , most notably the ice cave , with its impressive ice stalactites and stalagmites . ",25,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.2],100,7,train
501,"providing a large proportion of the insular habitat of the south atlantic , the site is essential for the maintenance of marine biodiversity",22,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],1000,10,train
5414,"the long term effects of fire linked to human occupation , perhaps dating back some <NUM>  , <NUM>  years , have shaped the vegetation of the property , and the continued traditional use of fire maintains the diversity of vegetation types , which in turn provide habitat for the propertys characteristic wildlife . ",45,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],749,9,train
681,"pimachiowin akis remarkable size , intactness , and ecosystem diversity support characteristic boreal species such as woodland caribou , moose , wolf , wolverine , lake sturgeon , leopard frog , loon and canada warbler",27,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  1.  0.  0.  1.  0.  0.  1.  0.  0.2],1415,9,train
4379,"the monastery was , and remains , a centre of pilgrimage for the western world and latin america . ",16,[0 0 0 0 0 1 0 0 0 0 0],[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],665,6,train
4652,ichkeul national park contains important natural habitats as an essential wintering site for western palaearctic birds,16,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],8,10,train
346,"created under the supervision of the architect and interior designer josef hoffmann , the stoclet house is a masterpiece of the creative genius of the vienna secession through its aesthetic and conceptual programme of gesamtkunstwerk , through its architectural vocabulary , through its originality , and through the exceptional quality of its decoration , of its furniture , of its works of art and of its garden",61,[1 0 0 0 0 0 0 0 0 0 0],[1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.2],1298,1,train
3802,the fragile tropical bonsai forest that crowns the mount hamiguitan range wildlife sanctuary epitomizes natures bid to survive in adverse conditions,21,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],1403,10,train
5090,"the property contains a great diversity of vegetation types , including rocky acacia clad hills , gallery and ground water forests , swamps and lowland rain forest",23,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],199,9,train
1773,"the wider monastic area around the monastery itself , which was fortified in <NUM>  at the latest , with its school and library and which served as a religious , cultural and economic centre , was already established during carolingian times and included a pilgrims hospice , dwellings for guests and servants , working quarters and workshops",51,[0 0 1 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1447,3,train
4852,"with over <NUM>  species of forest birds recorded in the park , at least <NUM>  out of <NUM>  montane forest bird species occurring in the albertine rift region are found in the forest , and <NUM>  of the <NUM>  endemics",37,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],682,10,train
167,"analogous structures dominated marine ecosystems on earth for more than <NUM>  , <NUM>  million years . ",13,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],578,8,train
1212,the lednice valtice cultural landscape is an outstanding artistic creation that succeeds in bringing together in harmony cultural monuments from successive periods and both indigenous and exotic natural elements to create an outstanding work of human creativity . ,36,[1 0 0 0 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],763,1,train
3372,the alpine meadows on plateaus and smooth hills are set against the stark backdrop of the numerous high and rugged peaks,21,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.2],100,7,train
1345,"with an altitudinal range extending from <NUM>  to <NUM>  , <NUM>  metres above sea level , the park includes three volcanoes tungurahua <NUM>  , <NUM> m , sangay <NUM>  , <NUM> m , and altar <NUM>  , <NUM> m ",25,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],260,7,train
2271,there is also clear evidence of post glacial shorelines . ,9,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.2],955,8,train
1002,it is now the only witness to the tradition . ,9,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],1508,3,train
2815,japanese spiritual life is deeply rooted in ancient shintoism which is centred on polytheistic nature worship,16,[0 0 0 0 0 1 0 0 0 0 0],[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],776,6,train
4028,"the kazan kremlin and its key monuments represent an outstanding example of a synthesis of tatar and russian influences in architecture , integrating different cultures bulgar , the golden horde , tatar , italian , and russian , as well as showing the impact of islam and christianity . ",42,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],980,4,train
3878,"ancient trees in the valley bottoms , waterfalls and cliffs add to the experience of the values of the property . ",19,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],934,9,train
4982,"while the flora is also typically poor with some <NUM>  native vascular species recorded , these include six endemic species , three endemic varieties and another species endemic to henderson and pitcairn",30,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],487,10,train
8,the innovative architecture and decoration of the minaret of jam played a significant role in the development of the arts and architecture of the indian sub continent and beyond . ,28,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],211,2,train
3075,seventeen vegetation zones have been identified along with their diverse associated fauna,12,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],1013,9,train
4781,"this is also reflected in the integration of byzantine , seljuk , arab , persian and other influences in architectural stylistics . ",18,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1452,2,train
2905,the property is of highest significance to the majority of christian denominations as the baptism site of jesus of nazareth and since millennia has been a popular pilgrimage destination,29,[0 0 0 0 0 1 0 0 0 0 0],[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],1446,6,train
1101,"to the highest elevation at <NUM>  m . a . s . l . , by cloud forest",10,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],820,9,train
3554,"in total , <NUM>  species of mammals , <NUM>  species of birds , <NUM>  species of reptiles and one amphibian species have been identified in the reserve . as concerns the flora , the steppe contains species of acacia ehrenbergiana , acacia raddiana , balanites aegyptiaca , maerua crassifolia , and at lower altitudes species of panicum turgidum and stipagrostis vulnerans",52,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],573,10,train
5627,"seven previous waterfalls occupied the seven gorges below the present falls , and the devil s cataract in zimbabwe is the starting point for cutting back to a new waterfall",28,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],509,8,train
907,"the tombs , particularly the important stele and a long inscription in one of the tombs , show the impact of chinese culture on the koguryo who did not develop their own writing ",31,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],1135,2,train
4032,bolgar remains a regional reference point for tatar muslims and likely other muslim groups of the wider region in eurasia,20,[0 0 0 0 0 1 0 0 0 0 0],[0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],981,6,train
4826,the aphrodite of aphrodisias appears in marble figures from the site of aphrodisias as well as from many other locations around the mediterranean,23,[0 0 0 0 0 1 0 0 0 0 0],[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1519,6,train
5491,the mining region of erzgebirge krusnohori is an exceptional testimony to the outstanding role and strong global influence of the saxon bohemian ore mountains as a centre for technological and scientific innovations from the renaissance up to the modern era,38,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1478,2,train
1840,the typical layout of athonite monasteries was used as far away as russia,13,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  0.  1.  1.  1.  1.  0.  0.  0.  0.2],454,2,train
33,timgad adopts the guidelines of roman town planning governed by a remarkable grid system,13,[0 0 1 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],194,3,train
4629,tajik national park furthermore offers a unique opportunity for the study of plate tectonics and continental subduction phenomena thereby contributing to our fundamental understanding of earth building processes . ,28,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],1252,8,train
5324,there is a clear pattern of vegetation succession on the alluvial deposits,12,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],302,9,train
4848,"due to its diverse habitats ranging from <NUM>  , <NUM>  to <NUM>  , <NUM>  m in altitude , location at the intersection of the albertine , congo basin and eastern africa ecological zones , and probable role as a pleistocene refugium , bwindi is the most important area in uganda for species due to an exceptional diversity that includes many albertine rift endemics",55,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],682,10,train
811,"this exceptional flora is also rich in animal species with some <NUM>  , <NUM>  species recorded , including several threatened at a global scale . ",21,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  1.  0.  1.  0.  0.  0.  1.  0.2],779,10,train
1181,"many of the archaeological remains are of great antiquity the temple of aphrodite itself dates from the <NUM> th century bc , and bears witness to one of the oldest mycenaean settlements",30,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],79,3,train
1020,"qinghai hoh xil is situated on the qinghai tibetan plateau , the world s largest , highest , and youngest plateau",16,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],1540,7,train
2603,"the urban landscape of florence , dominated by the towers of its public palazzos palazzo del podesta and palazzo della signoria , shows that its public institutions prevailed over personal power",29,[0 0 0 1 0 0 0 0 0 0 0],[1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],550,4,train
1513,"finally , the eiffel tower and the grand and petit palais , the pont alexandre iii and the palais de chaillot are the living testimony of the universal exhibitions , which were of such great importance in the <NUM> th and <NUM> th centuries . ",39,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],600,2,train
4006,the lavra is an outstanding and remarkably complete example of an active orthodox monastery complex with a military function that is characteristic of the period of its growth and expansion from the <NUM> th to the <NUM> th century . ,37,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],657,4,train
3891,"the components of the alto douro landscape are representative of the full range of activities associated with winemaking terraces , quintas wine producing farm complexes , villages , chapels , and roads . ",28,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],1046,4,train
1657,"in <NUM>  , charlemagne was buried here , and throughout the middle ages until <NUM>  , the german emperors continued to be crowned at aachen",22,[0 0 0 0 0 1 0 0 0 0 0],[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],3,6,train
4732,"at the top of a monumental stairway , the octagonal layout of the building is remarkable because of its ingenious spatial organization",21,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.2],485,4,train
1598,"the caves seclusion for more than <NUM>  millennia has transmitted an unparalleled testimony of early aurignacian art , free of post aurignacian human intervention or disturbances",24,[0 0 1 0 0 0 0 0 0 0 0],[1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1426,3,train
4286,asturian monuments have exerted decisive influence on the development of medieval architecture in the iberian peninsula . ,16,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],312,2,train
2855,"in particular the images of fujisan in early <NUM> th century ukiyo e prints by katsushika hokusai and utagawa hiroshige had an outstanding impact on the development of western art , and have allowed the majestic form of fujisan , which can still be appreciated , to be known around the world . ",46,[0 0 0 0 0 1 0 0 0 0 0],[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],1418,6,train
